roothog_id,n_proteins,n_taxa,taxa_list
315362,1,1,3702
315364,1,1,3702
315567,1,1,3702
315568,1,1,3702
315574,1,1,3702
753967,1,1,10090
754032,1,1,9606
315378,1,1,3702
315381,1,1,3702
315387,1,1,3702
315391,1,1,3702
315330,1,1,3702
315336,1,1,3702
315683,1,1,3702
315691,1,1,37319
315696,1,1,3702
315699,1,1,3702
315704,1,1,3702
315716,1,1,3702
315645,1,1,3702
315646,1,1,3702
315725,1,1,3702
315727,1,1,3702
315733,1,1,3702
315736,1,1,3702
315737,1,1,3702
315740,1,1,3702
315743,1,1,3702
315752,1,1,3702
315187,1,1,3702
315200,1,1,3702
315420,1,1,3702
315428,1,1,3702
315432,1,1,3702
315437,1,1,3702
315455,1,1,3702
315392,1,1,3702
315233,1,1,3702
315235,1,1,3702
315239,1,1,3702
315240,1,1,3702
315242,1,1,3702
315169,1,1,3702
315174,1,1,3702
315181,1,1,3702
315558,1,1,3702
315565,1,1,3702
315477,1,1,3702
315482,1,1,3702
754015,1,1,9606
754086,1,1,9606
754071,1,1,9606
754078,1,1,9606
315578,1,1,3702
315585,1,1,3702
315592,1,1,3702
315593,1,1,3702
315534,1,1,3702
315545,1,1,3702
315548,1,1,3702
315549,1,1,3702
315099,1,1,3702
315100,1,1,3702
315101,1,1,3702
315108,1,1,3702
315116,1,1,3702
315117,1,1,3702
315069,1,1,3702
315070,1,1,3702
754118,1,1,9606
754098,1,1,9606
754107,1,1,7955
754178,1,1,9606
754184,1,1,9606
754169,1,1,9606
754171,1,1,9606
754157,1,1,9606
315371,1,1,3702
754065,1,1,9606
754055,1,1,9606
754135,1,1,9606
754140,1,1,9606
754126,1,1,10090
754132,1,1,9606
754113,1,1,9606
315399,1,1,3702
315410,1,1,3702
315411,1,1,3702
315412,1,1,3702
315413,1,1,3702
315415,1,1,3702
315417,1,1,3702
315365,1,1,3702
314950,1,1,3702
314961,1,1,3702
314963,1,1,3702
314966,1,1,3702
314968,1,1,3702
315146,1,1,3702
315154,1,1,3702
315156,1,1,3702
315271,1,1,3702
315272,1,1,3702
315227,1,1,3702
315230,1,1,3702
314986,1,1,3702
314988,1,1,3702
314989,1,1,3702
314990,1,1,3702
315305,1,1,3702
315316,1,1,3702
315243,1,1,3702
315249,1,1,3702
315251,1,1,3702
315264,1,1,3702
315265,1,1,3702
315268,1,1,3702
315072,1,1,3702
315081,1,1,3702
315085,1,1,3702
315088,1,1,3702
315091,1,1,3702
315276,1,1,3702
315289,1,1,3702
315303,1,1,3702
314839,1,1,3702
314843,1,1,3702
314846,1,1,3702
314852,1,1,3702
315039,1,1,3702
315045,1,1,3702
315046,1,1,3702
315055,1,1,3702
754199,1,1,9606
314860,1,1,3702
314862,1,1,3702
314864,1,1,3702
314871,1,1,3702
314834,1,1,3702
314835,1,1,39947
314836,1,1,3702
315092,1,1,3702
315095,1,1,3702
754158,1,1,9606
754148,1,1,9606
754232,1,1,9606
754216,1,1,9606
754217,1,1,10090
754220,1,1,7955
315157,1,1,3702
315159,1,1,3702
315163,1,1,3702
315167,1,1,3702
315118,1,1,3702
315119,1,1,3702
315133,1,1,3702
315141,1,1,3702
314742,1,1,3702
314919,1,1,3880
314936,1,1,3702
314937,1,1,3702
314939,1,1,3702
314942,1,1,3702
314948,1,1,3702
314883,1,1,3702
754392,1,1,9606
314749,1,1,3702
314757,1,1,3702
314759,1,1,3702
314765,1,1,3702
314709,1,1,3702
314725,1,1,3702
314732,1,1,3702
315028,1,1,3702
314972,1,1,3702
314976,1,1,3702
754214,1,1,9606
754191,1,1,9606
754349,1,1,9606
754362,1,1,7955
754376,1,1,10090
315064,1,1,3702
315066,1,1,3702
315000,1,1,3702
315010,1,1,3702
315011,1,1,3702
315013,1,1,3702
315019,1,1,3702
315020,1,1,3702
314824,1,1,3702
314827,1,1,3702
314766,1,1,3702
314767,1,1,3702
314768,1,1,3702
314792,1,1,3702
314798,1,1,3702
314744,1,1,3702
314641,1,1,3702
314570,1,1,3702
314575,1,1,3702
314581,1,1,3702
314804,1,1,3702
314808,1,1,3702
314815,1,1,3702
314821,1,1,3702
754513,1,1,9606
754516,1,1,9606
754489,1,1,7955
754497,1,1,10090
314610,1,1,3702
314617,1,1,3702
314619,1,1,3702
314621,1,1,3702
314885,1,1,3702
314889,1,1,3702
314895,1,1,3702
314913,1,1,3702
314914,1,1,3702
314853,1,1,3702
314859,1,1,3702
754291,1,1,9606
314500,1,1,3702
314674,1,1,3702
314682,1,1,3702
314685,1,1,3702
314700,1,1,3702
314701,1,1,3702
314706,1,1,3702
314643,1,1,3702
314516,1,1,3702
314520,1,1,3702
314524,1,1,3702
314461,1,1,3702
314474,1,1,3702
314482,1,1,3702
314486,1,1,3702
314489,1,1,3702
755093,1,1,10090
754584,1,1,9606
754586,1,1,7955
754597,1,1,7955
754606,1,1,7955
754609,1,1,7955
754544,1,1,7955
314510,1,1,3702
754465,1,1,9606
754472,1,1,9606
754477,1,1,10090
754402,1,1,9606
754413,1,1,9606
754428,1,1,9606
754706,1,1,9606
755032,1,1,10090
314548,1,1,3702
314551,1,1,3702
314553,1,1,3702
314555,1,1,3702
314558,1,1,4577
314560,1,1,3702
314526,1,1,3702
314527,1,1,3702
314398,1,1,3702
314403,1,1,3702
314370,1,1,3702
314372,1,1,3702
314373,1,1,3702
314375,1,1,3702
314382,1,1,3702
314546,1,1,3702
754528,1,1,9606
754529,1,1,7955
754535,1,1,10090
754537,1,1,7955
755409,1,1,9606
755420,1,1,9606
755388,1,1,7955
314392,1,1,3702
314645,1,1,3702
314646,1,1,3702
314656,1,1,3702
314672,1,1,3702
314601,1,1,3702
314602,1,1,3702
754574,1,1,7955
754576,1,1,7955
314410,1,1,3702
314411,1,1,3702
314421,1,1,3702
314423,1,1,3702
314391,1,1,3702
755461,1,1,9606
755429,1,1,9606
755584,1,1,9606
314294,1,1,3702
314433,1,1,3702
314441,1,1,3702
314444,1,1,3702
314451,1,1,3702
314404,1,1,3702
314408,1,1,3702
314409,1,1,3197
755473,1,1,9606
755477,1,1,9606
755479,1,1,9606
314308,1,1,3702
314312,1,1,3702
314322,1,1,3702
314283,1,1,3702
314293,1,1,3702
314532,1,1,3702
314534,1,1,3702
314545,1,1,3702
314503,1,1,3702
314506,1,1,3702
755187,1,1,9606
755490,1,1,7955
755495,1,1,7955
314075,1,1,3702
314081,1,1,3702
314082,1,1,3702
314239,1,1,3702
314246,1,1,3702
314273,1,1,3702
314274,1,1,3702
314227,1,1,3702
314328,1,1,3702
314329,1,1,3702
314340,1,1,3702
314348,1,1,3702
314306,1,1,3702
314099,1,1,3702
314106,1,1,3702
314069,1,1,3702
314197,1,1,3702
314200,1,1,3702
314352,1,1,3702
314357,1,1,3702
314361,1,1,3702
314362,1,1,3702
314363,1,1,3702
314324,1,1,3702
755591,1,1,9606
755596,1,1,9606
755573,1,1,9606
314220,1,1,3702
314225,1,1,3702
314179,1,1,3702
314180,1,1,3702
314192,1,1,3702
314169,1,1,3702
314178,1,1,3702
314109,1,1,3702
314111,1,1,3702
314112,1,1,3702
314126,1,1,3702
314135,1,1,3702
314092,1,1,3702
313963,1,1,3702
313965,1,1,3702
313966,1,1,3702
313969,1,1,3702
314144,1,1,39947
314152,1,1,3702
314153,1,1,3702
314161,1,1,3702
755643,1,1,9606
755667,1,1,9606
313977,1,1,3702
313979,1,1,3702
313982,1,1,3702
313986,1,1,3702
313958,1,1,3702
313959,1,1,3702
314229,1,1,3702
314233,1,1,39947
314234,1,1,3702
314238,1,1,3702
755552,1,1,9606
755505,1,1,9606
755674,1,1,9606
755639,1,1,7955
314013,1,1,3702
314015,1,1,3702
314016,1,1,3702
313970,1,1,3702
313972,1,1,3702
756024,1,1,9606
756029,1,1,9606
755709,1,1,9606
314032,1,1,3702
314034,1,1,3702
314036,1,1,3702
314044,1,1,3702
314052,1,1,3702
314055,1,1,3702
313998,1,1,3702
314012,1,1,3702
313460,1,1,3702
313463,1,1,3702
313514,1,1,3702
313309,1,1,3702
313317,1,1,3702
313349,1,1,3702
313380,1,1,3702
313383,1,1,3702
755636,1,1,7955
755617,1,1,9606
755620,1,1,9606
756037,1,1,9606
755929,1,1,10090
313435,1,1,3702
313446,1,1,3702
313454,1,1,3702
313923,1,1,3702
313927,1,1,3702
313928,1,1,3702
313930,1,1,3702
313415,1,1,3702
313417,1,1,3702
756083,1,1,10090
756075,1,1,10090
313934,1,1,3702
313938,1,1,3702
313941,1,1,3702
313949,1,1,39947
313951,1,1,3702
313955,1,1,59895
313617,1,1,3702
313918,1,1,3702
312871,1,1,3702
312684,1,1,3702
312700,1,1,3702
312717,1,1,3702
312746,1,1,3702
312749,1,1,3702
312775,1,1,3702
312812,1,1,3702
755928,1,1,7955
756111,1,1,9606
756119,1,1,9606
756103,1,1,9606
312836,1,1,3702
312841,1,1,3702
312862,1,1,3702
312865,1,1,3702
312829,1,1,3702
756153,1,1,10090
756260,1,1,9606
756262,1,1,10116
756264,1,1,9606
756265,1,1,10090
311255,1,1,3702
311289,1,1,3702
313054,1,1,3702
313098,1,1,3702
312877,1,1,3702
312880,1,1,3702
312924,1,1,3702
312946,1,1,3702
312968,1,1,3702
312817,1,1,3702
311835,1,1,3702
311946,1,1,3880
311951,1,1,3702
313008,1,1,3702
313029,1,1,3702
313030,1,1,3702
313033,1,1,3702
313051,1,1,3702
756190,1,1,9606
312017,1,1,3702
312030,1,1,3702
312055,1,1,3702
312187,1,1,39947
311633,1,1,3702
311646,1,1,3702
311650,1,1,3702
310901,1,1,3702
310909,1,1,39947
310914,1,1,3702
310915,1,1,3702
311361,1,1,3702
311418,1,1,3702
311434,1,1,3702
311435,1,1,3702
312579,1,1,3702
312581,1,1,3702
311966,1,1,3702
310920,1,1,3702
310922,1,1,3702
310941,1,1,3702
310869,1,1,3702
310898,1,1,3702
312614,1,1,3702
312616,1,1,3702
312618,1,1,3702
312625,1,1,39947
312436,1,1,3702
312531,1,1,3702
312541,1,1,3702
312578,1,1,3702
311055,1,1,3702
311121,1,1,3702
311132,1,1,3702
311189,1,1,3702
311192,1,1,3702
312598,1,1,3702
312599,1,1,3702
312606,1,1,3702
311001,1,1,3702
311003,1,1,3702
311018,1,1,3702
311023,1,1,3702
311036,1,1,3702
311049,1,1,3702
310953,1,1,3702
310955,1,1,3702
310748,1,1,3702
310751,1,1,3702
310663,1,1,3702
310685,1,1,3702
310696,1,1,3702
310701,1,1,3702
310991,1,1,3702
310993,1,1,3702
756250,1,1,9606
756212,1,1,9606
756318,1,1,9606
756298,1,1,7955
756300,1,1,9606
756302,1,1,9606
756291,1,1,9606
310747,1,1,3702
311538,1,1,3702
311549,1,1,3702
311338,1,1,3702
311351,1,1,3702
311359,1,1,3702
311212,1,1,3702
311239,1,1,3702
756246,1,1,9606
310103,1,1,3702
310801,1,1,3702
310829,1,1,3702
310838,1,1,3702
310845,1,1,3702
310847,1,1,3702
310863,1,1,3702
310866,1,1,3702
310166,1,1,3702
310169,1,1,3702
310549,1,1,3702
309721,1,1,3702
309760,1,1,3702
309816,1,1,3702
309850,1,1,3702
309878,1,1,3702
756276,1,1,9606
756353,1,1,9606
756355,1,1,10090
756358,1,1,7955
756343,1,1,9606
756347,1,1,9606
756335,1,1,9606
310157,1,1,3702
310958,1,1,3702
310966,1,1,3702
310976,1,1,3702
310980,1,1,3702
310984,1,1,3702
310918,1,1,3702
310919,1,1,3702
756295,1,1,9606
756577,1,1,9606
756523,1,1,7955
756527,1,1,10090
756528,1,1,9606
756497,1,1,246197
308783,1,1,3702
308805,1,1,39947
308821,1,1,3702
756364,1,1,9606
756368,1,1,9606
756369,1,1,9606
756548,1,1,34028
756555,1,1,7955
756558,1,1,9606
756562,1,1,10090
756573,1,1,10090
756339,1,1,9606
756331,1,1,9606
756436,1,1,7955
756445,1,1,7955
756383,1,1,8128
756388,1,1,10090
756395,1,1,10116
756363,1,1,9606
310762,1,1,3702
310767,1,1,3702
310771,1,1,3702
310775,1,1,3702
310783,1,1,3702
310732,1,1,3702
310734,1,1,3702
756338,1,1,9606
757153,1,1,9606
757163,1,1,9606
757168,1,1,9606
756969,1,1,7955
308023,1,1,3702
308045,1,1,3702
308051,1,1,3702
308079,1,1,3702
310576,1,1,3702
310580,1,1,3702
310599,1,1,3702
310129,1,1,3702
310152,1,1,3702
756465,1,1,7955
756479,1,1,9606
757151,1,1,10090
310619,1,1,3702
310629,1,1,3702
310637,1,1,3702
310642,1,1,3702
310643,1,1,3702
310644,1,1,3702
310562,1,1,3702
310569,1,1,3702
308846,1,1,39946
308857,1,1,3702
308710,1,1,3702
308713,1,1,3702
308729,1,1,3702
308752,1,1,3702
308764,1,1,3702
310609,1,1,3702
307778,1,1,3702
307784,1,1,3311
308421,1,1,3702
308465,1,1,3702
308512,1,1,3702
308541,1,1,3702
308551,1,1,3702
308596,1,1,3702
308917,1,1,3702
308918,1,1,3702
308776,1,1,3702
308780,1,1,3702
307838,1,1,3702
307842,1,1,3702
307851,1,1,3702
307777,1,1,3702
309180,1,1,39947
309259,1,1,3702
309324,1,1,39947
309532,1,1,3702
309582,1,1,3702
308872,1,1,3702
308884,1,1,4536
308902,1,1,3702
308100,1,1,3702
308111,1,1,3702
307928,1,1,3702
307936,1,1,3702
307937,1,1,3702
307963,1,1,3702
308929,1,1,3702
309028,1,1,3702
305274,1,1,3702
305296,1,1,3702
305794,1,1,3702
305851,1,1,3702
307896,1,1,3702
307899,1,1,3702
307902,1,1,3702
307911,1,1,3702
307167,1,1,39947
307360,1,1,3702
307723,1,1,3702
307725,1,1,3702
304436,1,1,39947
304456,1,1,3702
304467,1,1,3330
304798,1,1,3702
756581,1,1,7955
756588,1,1,7955
756591,1,1,9606
756761,1,1,10090
758213,1,1,9606
758220,1,1,9606
757559,1,1,246197
306952,1,1,3702
308597,1,1,4536
308708,1,1,3702
308116,1,1,3702
308165,1,1,3702
308184,1,1,3702
308280,1,1,3702
308009,1,1,3702
756877,1,1,10090
300756,1,1,3702
300788,1,1,3702
300789,1,1,3702
307759,1,1,3702
307762,1,1,3702
307770,1,1,3702
307730,1,1,3702
307732,1,1,3702
300819,1,1,3702
300867,1,1,3702
300875,1,1,3702
300930,1,1,3702
300660,1,1,3702
300668,1,1,3702
300711,1,1,3880
300753,1,1,3702
757437,1,1,10090
757440,1,1,9606
757467,1,1,10090
757486,1,1,7955
758291,1,1,9606
758271,1,1,10090
758275,1,1,10090
300812,1,1,3702
307917,1,1,3702
307856,1,1,3702
307873,1,1,3702
307880,1,1,3702
307881,1,1,3702
307803,1,1,3702
758036,1,1,10090
757194,1,1,9606
303533,1,1,39947
301415,1,1,3702
301493,1,1,39947
302174,1,1,3702
302554,1,1,3702
302712,1,1,3702
302729,1,1,3702
302764,1,1,3702
299289,1,1,3702
302780,1,1,3702
302818,1,1,3702
302836,1,1,3702
302838,1,1,3702
302876,1,1,3702
302987,1,1,3702
303347,1,1,3702
299327,1,1,3702
299328,1,1,3702
299338,1,1,3702
299264,1,1,3702
299268,1,1,3702
299269,1,1,3702
299282,1,1,3702
299288,1,1,3702
307734,1,1,3702
305852,1,1,3702
305881,1,1,3702
758260,1,1,7955
758734,1,1,7955
758828,1,1,8673
758872,1,1,10090
299315,1,1,3702
299398,1,1,3702
299402,1,1,3702
299411,1,1,3702
299312,1,1,3702
758898,1,1,9606
758882,1,1,9606
759038,1,1,9606
759046,1,1,9606
299528,1,1,3702
299746,1,1,4641
300210,1,1,1590841
299346,1,1,3702
299347,1,1,3702
299371,1,1,3702
299383,1,1,3702
299389,1,1,3702
298293,1,1,3702
297927,1,1,3702
297946,1,1,3702
297951,1,1,3702
297965,1,1,3702
297969,1,1,3702
299434,1,1,3702
299471,1,1,3702
758404,1,1,7955
758515,1,1,9606
758520,1,1,9606
758326,1,1,7955
758972,1,1,9606
758976,1,1,9606
758937,1,1,9606
298032,1,1,3702
758984,1,1,9606
758987,1,1,9606
759171,1,1,9606
759177,1,1,9606
759184,1,1,10090
759128,1,1,10090
759086,1,1,9606
297681,1,1,3702
299197,1,1,3702
299207,1,1,3702
299209,1,1,3702
298014,1,1,3702
759009,1,1,9606
759011,1,1,9606
758978,1,1,9606
758980,1,1,9606
297769,1,1,3702
297775,1,1,3702
299214,1,1,3702
299217,1,1,3702
299225,1,1,3702
299227,1,1,3702
299231,1,1,3702
299241,1,1,3702
759057,1,1,9606
758994,1,1,10090
297808,1,1,3702
297819,1,1,3702
297825,1,1,3702
297754,1,1,3702
297760,1,1,3702
297764,1,1,3702
297781,1,1,3702
297782,1,1,3702
759094,1,1,10090
759070,1,1,9606
759076,1,1,9606
759244,1,1,9606
759246,1,1,9606
759261,1,1,9606
297838,1,1,3702
297842,1,1,3702
297843,1,1,3702
297861,1,1,3702
297862,1,1,3702
297865,1,1,3702
297869,1,1,3702
297873,1,1,3702
297671,1,1,3702
297673,1,1,3880
297888,1,1,3702
297890,1,1,3702
297892,1,1,3702
297900,1,1,3702
297904,1,1,3702
297909,1,1,3702
297685,1,1,3702
297690,1,1,3702
297691,1,1,3702
297693,1,1,3702
297699,1,1,3702
297651,1,1,3702
297666,1,1,3702
297667,1,1,3702
297680,1,1,3702
759222,1,1,9606
759191,1,1,9606
759215,1,1,9606
759539,1,1,9606
759403,1,1,9606
759407,1,1,9606
297469,1,1,3702
297703,1,1,3702
297704,1,1,3702
297705,1,1,3702
297710,1,1,3702
297712,1,1,3702
297714,1,1,3702
297718,1,1,3702
297679,1,1,3702
297572,1,1,3702
297577,1,1,3702
297719,1,1,39947
297724,1,1,3702
297728,1,1,3702
297737,1,1,3702
297744,1,1,3702
297746,1,1,3702
297593,1,1,3702
297602,1,1,3702
297603,1,1,3702
297606,1,1,3702
297557,1,1,3702
297566,1,1,3702
297567,1,1,3702
297569,1,1,3702
297385,1,1,3702
297389,1,1,3702
297310,1,1,3702
297313,1,1,3702
297321,1,1,3702
297329,1,1,3702
297517,1,1,3702
297523,1,1,3702
297624,1,1,3702
297625,1,1,3702
297628,1,1,3702
297634,1,1,3702
297578,1,1,3702
297367,1,1,3702
297375,1,1,3635
297382,1,1,3702
297638,1,1,39947
297641,1,1,3702
297642,1,1,39947
297648,1,1,3702
297650,1,1,3702
297612,1,1,3702
297617,1,1,3702
297623,1,1,3702
297472,1,1,3702
297442,1,1,3702
297443,1,1,39947
297444,1,1,3702
297447,1,1,3702
297450,1,1,3702
297454,1,1,3702
297455,1,1,3702
297229,1,1,3702
297230,1,1,3702
297413,1,1,3702
297417,1,1,3702
297420,1,1,4577
297421,1,1,3702
297436,1,1,3702
297438,1,1,3702
297247,1,1,3702
297251,1,1,3702
297253,1,1,3702
297260,1,1,3702
297218,1,1,3702
297224,1,1,3702
297226,1,1,3702
297227,1,1,3702
759308,1,1,9606
759666,1,1,9606
759667,1,1,9606
759669,1,1,9606
759724,1,1,9606
759655,1,1,9606
759659,1,1,9606
759665,1,1,9606
297529,1,1,3702
297533,1,1,3702
297547,1,1,3702
297498,1,1,3702
297506,1,1,3702
297512,1,1,3702
297515,1,1,3702
297459,1,1,3702
760668,1,1,7955
297152,1,1,3702
297157,1,1,3702
297158,1,1,3702
297161,1,1,3702
296579,1,1,3702
296618,1,1,3702
296755,1,1,3702
760129,1,1,9606
759859,1,1,9606
759930,1,1,9606
759730,1,1,10090
759732,1,1,7955
759738,1,1,9606
761034,1,1,6239
760500,1,1,9606
297365,1,1,3702
759603,1,1,10090
759604,1,1,9606
759637,1,1,9606
760152,1,1,9606
760285,1,1,9606
760300,1,1,9606
760031,1,1,9606
297440,1,1,3702
297392,1,1,3702
297396,1,1,3702
297399,1,1,3702
297404,1,1,3702
297405,1,1,3702
297411,1,1,3702
297362,1,1,3702
761053,1,1,9606
296408,1,1,3702
296409,1,1,3702
296415,1,1,3702
296417,1,1,3702
296428,1,1,3702
296365,1,1,3702
296369,1,1,3702
297281,1,1,3702
297233,1,1,3702
297238,1,1,3702
760465,1,1,9606
760361,1,1,9606
761090,1,1,7955
761093,1,1,6239
761077,1,1,9606
297291,1,1,3702
297298,1,1,3702
297262,1,1,3702
297267,1,1,3702
297270,1,1,3702
297273,1,1,3702
297277,1,1,3702
297280,1,1,3702
296764,1,1,316275
296790,1,1,4558
296827,1,1,39947
297070,1,1,3702
297282,1,1,3702
297283,1,1,39947
297288,1,1,39947
297289,1,1,3702
761049,1,1,10090
761180,1,1,9606
761187,1,1,6239
761193,1,1,9606
761147,1,1,6239
761157,1,1,7227
296282,1,1,3702
296283,1,1,3702
297178,1,1,3702
297186,1,1,3702
297188,1,1,3702
297072,1,1,3702
297151,1,1,3702
761056,1,1,9606
761057,1,1,7227
761062,1,1,9606
297197,1,1,3702
297203,1,1,3702
297207,1,1,3702
297165,1,1,3702
297167,1,1,3702
297170,1,1,3702
297173,1,1,3702
297177,1,1,3702
296382,1,1,3702
296388,1,1,3702
296391,1,1,3702
296392,1,1,3702
296393,1,1,3702
297190,1,1,3702
297195,1,1,3702
297196,1,1,3702
296196,1,1,3702
296198,1,1,3702
296136,1,1,3702
296140,1,1,3702
296150,1,1,3702
296153,1,1,3702
296154,1,1,3702
296156,1,1,3702
296444,1,1,3702
296453,1,1,3702
296460,1,1,3702
296395,1,1,3702
296405,1,1,3702
296165,1,1,3702
296167,1,1,3702
296180,1,1,3702
296262,1,1,3702
296471,1,1,3702
296473,1,1,3702
296475,1,1,3702
296477,1,1,3702
296483,1,1,3702
296485,1,1,3702
296523,1,1,3702
296287,1,1,3702
296294,1,1,3702
296298,1,1,3702
296304,1,1,3702
296244,1,1,3702
296246,1,1,3702
296258,1,1,3702
296261,1,1,3702
296022,1,1,3702
296030,1,1,3702
296033,1,1,3702
296036,1,1,3702
296224,1,1,3702
296225,1,1,3702
296229,1,1,3702
296230,1,1,3702
761124,1,1,7227
761236,1,1,9606
296047,1,1,3702
296052,1,1,3702
296055,1,1,3702
296056,1,1,3702
296065,1,1,39947
296070,1,1,3702
296319,1,1,3702
296332,1,1,3702
296337,1,1,3702
296339,1,1,3702
296340,1,1,3702
296342,1,1,3702
296277,1,1,3702
296279,1,1,3702
296158,1,1,3702
296343,1,1,3702
296344,1,1,3702
296348,1,1,3702
296355,1,1,3702
296358,1,1,3702
296361,1,1,3702
296314,1,1,3702
761414,1,1,9606
761415,1,1,9606
761416,1,1,10090
761387,1,1,7227
294535,1,1,3702
294538,1,1,3702
294548,1,1,3702
294558,1,1,3702
761341,1,1,9606
761306,1,1,10090
761311,1,1,9606
761312,1,1,9606
761316,1,1,9606
761283,1,1,7227
761297,1,1,9606
761301,1,1,9606
296218,1,1,3702
296219,1,1,3702
296160,1,1,3702
761218,1,1,9606
761220,1,1,7955
761213,1,1,9606
761343,1,1,9606
761352,1,1,9606
296232,1,1,3702
296236,1,1,3702
296240,1,1,3702
296241,1,1,3702
296207,1,1,3702
296208,1,1,3702
296209,1,1,3702
296215,1,1,3702
761377,1,1,7227
761489,1,1,9606
761492,1,1,9606
761474,1,1,9606
761448,1,1,9606
294412,1,1,3702
294414,1,1,3702
294420,1,1,3702
296082,1,1,3702
296087,1,1,3702
296094,1,1,3702
296095,1,1,3702
296100,1,1,3702
296103,1,1,3702
761392,1,1,10090
761397,1,1,7227
294528,1,1,3702
296105,1,1,3702
296106,1,1,3702
296111,1,1,3702
296114,1,1,3702
296115,1,1,3702
296126,1,1,3702
296080,1,1,3702
294571,1,1,3702
294573,1,1,3702
294510,1,1,3702
294520,1,1,3702
294522,1,1,3702
294523,1,1,3702
294526,1,1,3702
294527,1,1,3702
761462,1,1,9606
761463,1,1,7227
761434,1,1,9606
761437,1,1,9606
761438,1,1,6239
761615,1,1,10090
761623,1,1,9606
761624,1,1,9606
294673,1,1,3702
294695,1,1,3702
294745,1,1,3702
295022,1,1,3702
295435,1,1,3702
294530,1,1,3702
294531,1,1,3702
761461,1,1,9606
295501,1,1,3702
295722,1,1,3702
295726,1,1,3702
296005,1,1,3702
296007,1,1,3702
296011,1,1,3702
294590,1,1,3702
294657,1,1,3702
294434,1,1,3702
294435,1,1,3702
294377,1,1,3702
294380,1,1,3702
294382,1,1,3880
294386,1,1,3702
294387,1,1,3702
294393,1,1,3702
294474,1,1,3702
294476,1,1,3702
294399,1,1,3702
761500,1,1,7227
761517,1,1,10090
761862,1,1,7227
761863,1,1,9606
761871,1,1,6239
294499,1,1,3702
294502,1,1,3702
294508,1,1,3702
294509,1,1,3702
294448,1,1,3702
294460,1,1,3702
294462,1,1,3702
294470,1,1,3702
294313,1,1,3702
294267,1,1,3702
294274,1,1,3702
294276,1,1,3702
294280,1,1,3702
294284,1,1,3702
294477,1,1,3702
294483,1,1,3702
761626,1,1,10090
761585,1,1,7227
761586,1,1,9606
761530,1,1,6239
294291,1,1,3702
294301,1,1,3702
294305,1,1,3702
294306,1,1,3702
294339,1,1,3702
294340,1,1,3702
294287,1,1,3702
294288,1,1,3702
761653,1,1,9606
762205,1,1,7227
762230,1,1,10090
762095,1,1,9606
294354,1,1,34305
294355,1,1,3702
294362,1,1,3702
294374,1,1,3702
294319,1,1,3702
294320,1,1,3702
294327,1,1,3702
294337,1,1,3702
294153,1,1,3702
294160,1,1,3702
294162,1,1,3702
294173,1,1,3702
294341,1,1,3702
294342,1,1,3702
294344,1,1,3702
294352,1,1,3702
761877,1,1,9606
761884,1,1,9606
761840,1,1,7955
294184,1,1,3702
294201,1,1,3702
294210,1,1,3702
294146,1,1,3702
294150,1,1,3702
761977,1,1,9606
761914,1,1,9606
761915,1,1,10090
761922,1,1,9606
762473,1,1,7955
762477,1,1,7955
762554,1,1,7227
762395,1,1,9606
294215,1,1,3702
294219,1,1,3702
294223,1,1,3702
294228,1,1,3702
294177,1,1,3702
294180,1,1,3702
761968,1,1,7227
761974,1,1,235443
294020,1,1,3702
294036,1,1,3702
294233,1,1,3702
294240,1,1,3702
294248,1,1,3702
294250,1,1,3702
294251,1,1,3702
294252,1,1,3702
761928,1,1,9606
761937,1,1,7227
294048,1,1,3702
294066,1,1,3702
294071,1,1,3702
294074,1,1,3702
294015,1,1,3702
294019,1,1,39947
294092,1,1,3702
294096,1,1,3702
294099,1,1,3702
762282,1,1,9606
762296,1,1,10090
762305,1,1,9606
762344,1,1,9606
762947,1,1,9606
294114,1,1,3702
294125,1,1,3702
294136,1,1,3702
294075,1,1,3702
294079,1,1,3702
294080,1,1,3702
294082,1,1,3702
294086,1,1,3702
293901,1,1,39947
293906,1,1,3702
293910,1,1,3702
294101,1,1,3702
294109,1,1,3702
294110,1,1,3702
294111,1,1,3702
294113,1,1,3702
762402,1,1,7955
762453,1,1,9606
293919,1,1,3702
293924,1,1,3702
293933,1,1,3702
293945,1,1,3702
293888,1,1,3702
293898,1,1,3702
293956,1,1,3702
293960,1,1,3702
293969,1,1,3702
293974,1,1,3635
293978,1,1,3702
293916,1,1,3702
762813,1,1,9606
762822,1,1,9606
293980,1,1,3702
293984,1,1,3702
293995,1,1,3702
294000,1,1,3702
294001,1,1,3702
294002,1,1,3702
294004,1,1,3702
293949,1,1,3702
293837,1,1,3702
293841,1,1,3702
293785,1,1,3702
293791,1,1,3702
293799,1,1,3702
293800,1,1,3702
293813,1,1,3702
293814,1,1,3702
762968,1,1,6239
762986,1,1,9606
762840,1,1,9606
762852,1,1,9606
762805,1,1,6239
293819,1,1,3702
293831,1,1,3702
293834,1,1,3702
293864,1,1,3702
293865,1,1,3702
293867,1,1,3702
293818,1,1,39947
763371,1,1,7227
765228,1,1,7227
765241,1,1,6239
765284,1,1,6239
293872,1,1,3702
293874,1,1,3702
293875,1,1,3702
293880,1,1,3702
293883,1,1,3702
293848,1,1,3702
293855,1,1,3702
293857,1,1,3702
293721,1,1,3702
293724,1,1,3702
293679,1,1,3702
293689,1,1,3702
293692,1,1,3702
293695,1,1,3702
293696,1,1,3702
293869,1,1,3702
