dataset,source_label,group,group_normalized,gene,n_cells,pct_expressing,mean_expression,score,rank_within_dataset_label_gene
HBCA non-neuronal,roi,Human HTHpo-HTHso,human hthpo-hthso,ADORA2A,2019,0.5943536404160475,0.005943536292761564,0.0035221058881464897,63
HBCA non-neuronal,roi,Human A40,human a40,ADORA2A,3050,0.5901639344262295,0.005901639349758625,0.00347269744395949,64
HBCA non-neuronal,roi,Human MTG,human mtg,ADORA2A,22134,0.5511882172223729,0.006144393235445023,0.0033763549171474463,65
HBCA non-neuronal,roi,Human CMN,human cmn,ADORA2A,3966,0.5547150781643975,0.0057992939837276936,0.0032076636871097206,66
HBCA non-neuronal,roi,Human A44-A45,human a44-a45,ADORA2A,2555,0.547945205479452,0.005870841443538666,0.003207493264643723,67
HBCA non-neuronal,roi,Human AON,human aon,ADORA2A,1967,0.5592272496187087,0.005592272616922855,0.0031186391993029785,68
HBCA non-neuronal,roi,Human Sub,human sub,ADORA2A,13773,0.5372830901038264,0.005590648390352726,0.002995395521390333,69
HBCA non-neuronal,roi,Human BNST,human bnst,ADORA2A,3656,0.5470459518599562,0.005470459349453449,0.0029844369438245077,70
HBCA non-neuronal,roi,Human PAG-DR,human pag-dr,ADORA2A,3406,0.5284791544333529,0.005578391253948212,0.0029398712195324982,71
HBCA non-neuronal,roi,Human M1C,human m1c,ADORA2A,6320,0.5221518987341772,0.005537974648177624,0.0028836864361838736,72
HBCA non-neuronal,roi,Human STG,human stg,ADORA2A,13196,0.5153076689906032,0.005456198938190937,0.0028039785612802826,73
HBCA non-neuronal,roi,Human SEP,human sep,ADORA2A,20296,0.5074891604256997,0.00546905817463994,0.0027679256485613115,74
HBCA non-neuronal,roi,Human Ig,human ig,ADORA2A,3617,0.525297207630633,0.00525297224521637,0.002752149481688667,75
HBCA non-neuronal,roi,Human Pro,human pro,ADORA2A,2760,0.5072463768115941,0.005434782709926367,0.0027493096369680466,76
HBCA non-neuronal,roi,Human PnEN,human pnen,ADORA2A,22144,0.5057803468208093,0.005419075023382902,0.0027334618984829295,77
HBCA non-neuronal,roi,Human A46,human a46,ADORA2A,3136,0.5102040816326531,0.005102040711790323,0.002596463981360057,78
HBCA non-neuronal,roi,Human A38,human a38,ADORA2A,3165,0.5055292259083728,0.005055292043834925,0.002549159914920147,79
HBCA non-neuronal,roi,Human A23,human a23,ADORA2A,2409,0.45662100456621,0.004981319885700941,0.0022689288401316478,80
HBCA non-neuronal,roi,Human HTHma,human hthma,ADORA2A,1074,0.4655493482309125,0.004655493423342705,0.002162332463050041,81
HBCA non-neuronal,roi,Human A25,human a25,ADORA2A,2663,0.4506196019526849,0.004506195895373821,0.0020260188025138315,82
HBCA non-neuronal,roi,Human PnAN,human pnan,ADORA2A,9651,0.41446482229820747,0.0045591131784021854,0.001885297648796552,83
HBCA non-neuronal,roi,Human CA1R-CA2R-CA3R,human ca1r-ca2r-ca3r,ADORA2A,7010,0.42796005706134094,0.004279600456357002,0.0018275901610625353,84
HBCA non-neuronal,roi,Human VLN,human vln,ADORA2A,12582,0.41328882530599265,0.004371324088424444,0.0018026822077429857,85
HBCA non-neuronal,roi,Human DTg,human dtg,ADORA2A,8080,0.40841584158415845,0.004331683274358511,0.0017653074479139841,86
HBCA non-neuronal,roi,Human MoAN,human moan,ADORA2A,11580,0.4058721934369603,0.00431778933852911,0.0017486980855957208,87
HBCA non-neuronal,roi,Human GPi,human gpi,ADORA2A,32242,0.40940388313380066,0.004187085200101137,0.0017106301567943695,88
HBCA non-neuronal,roi,Human PB,human pb,ADORA2A,8575,0.3848396501457726,0.0039650145918130875,0.0015228777033729835,89
HBCA non-neuronal,roi,Human S1C,human s1c,ADORA2A,2726,0.36683785766691124,0.00403521629050374,0.0014772915043825868,90
HBCA non-neuronal,roi,Human MEC,human mec,ADORA2A,3480,0.3735632183908046,0.0037356321699917316,0.0013928947217763377,91
HBCA non-neuronal,roi,Human RN,human rn,ADORA2A,2973,0.3699966363942146,0.003699966473504901,0.0013664487985818785,92
HBCA non-neuronal,roi,Human A5-A7,human a5-a7,ADORA2A,2758,0.36258158085569253,0.003625815734267235,0.0013122763996706891,93
HBCA non-neuronal,roi,Human IO,human io,ADORA2A,11015,0.34498411257376305,0.0036314118187874556,0.0012505101966732645,94
HBCA non-neuronal,roi,Human LEC,human lec,ADORA2A,2878,0.3127171646977068,0.003822098718956113,0.0011929575233776595,95
HBCA non-neuronal,roi,Human LP,human lp,ADORA2A,13608,0.30864197530864196,0.003233392024412751,0.000996350572020721,96
HBCA non-neuronal,roi,Human TF,human tf,ADORA2A,2486,0.2815768302493966,0.00321802101098001,0.0009046653193917354,97
HBCA non-neuronal,roi,Human Idg,human idg,ADORA2A,3241,0.2776920703486578,0.002776920795440674,0.0007700601809755381,98
HBCA non-neuronal,roi,Human HTHma-HTHtub,human hthma-hthtub,ADORA2A,2211,0.27137042062415195,0.0027137042488902807,0.0007354216557390796,99
HBCA non-neuronal,roi,Human MoSR,human mosr,ADORA2A,6454,0.26340254105980787,0.0026340254116803408,0.000692896832808368,100
HBCA non-neuronal,roi,Human MG,human mg,ADORA2A,3691,0.2438363587103766,0.002709292806684971,0.0006597307937197042,101
HBCA non-neuronal,roi,Human La,human la,ADORA2A,4420,0.24886877828054296,0.0024886878672987223,0.0006185872925864572,102
HBCA non-neuronal,roi,Human VPL,human vpl,ADORA2A,4553,0.21963540522732264,0.002196354093030095,0.0004818681382139271,103
HBCA non-neuronal,roi,Human A29-A30,human a29-a30,ADORA2A,2427,0.20601565718994644,0.002060156548395753,0.0004239879142976629,104
HBCA non-neuronal,roi,Human STH,human sth,ADORA2A,19559,0.19428396134771717,0.0019939669873565435,0.00038701009052664095,105
HBCA non-neuronal,roi,Human CA1U-CA2U-CA3U,human ca1u-ca2u-ca3u,ADORA2A,5917,0.1521041068108839,0.0016900455811992288,0.000256845894047004,106
HBCA non-neuronal,roi,Human HTHso-HTHtub,human hthso-hthtub,ADORA2A,1247,0.08019246190858059,0.0008019246160984039,6.428253779883845e-05,107
HBCA non-neuronal,roi,Human A35-36,human a35-36,ADORA2A,72,0.0,0.0,0.0,108
HBCA non-neuronal,roi,Human A32,human a32,ADORA2B,2016,13.640873015873014,0.195932537317276,2.440710214699535,1
HBCA non-neuronal,roi,Human A14,human a14,ADORA2B,877,11.972633979475484,0.1687571257352829,1.8670233000270944,2
HBCA non-neuronal,roi,Human CoA,human coa,ADORA2B,2476,10.09693053311793,0.130048468708992,1.2344560224879848,3
HBCA non-neuronal,roi,Human HTHso,human hthso,ADORA2B,3013,10.255559243279123,0.12612015008926392,1.2181371669380074,4
HBCA non-neuronal,roi,Human CBL,human cbl,ADORA2B,3218,8.91858297078931,0.12336855381727219,1.037514888489407,5
HBCA non-neuronal,roi,Human TH-TL,human th-tl,ADORA2B,8423,8.548023269618902,0.1114804670214653,0.903465203979361,6
HBCA non-neuronal,roi,Human ITG,human itg,ADORA2B,2911,8.07282720714531,0.10889728367328644,0.8344565304107531,7
HBCA non-neuronal,roi,Human AON,human aon,ADORA2B,1967,7.88002033553635,0.10574478656053543,0.7920927326453382,8
HBCA non-neuronal,roi,Human A35-36,human a35-36,ADORA2B,72,6.944444444444445,0.1111111119389534,0.7316702527978081,9
HBCA non-neuronal,roi,Human Idg,human idg,ADORA2B,3241,7.250848503548288,0.09102129191160202,0.6316520307205866,10
HBCA non-neuronal,roi,Human A46,human a46,ADORA2B,3136,7.079081632653061,0.09215561300516129,0.6240449018722909,11
HBCA non-neuronal,roi,Human A38,human a38,ADORA2B,3165,6.9510268562401265,0.09194312989711761,0.6114039610081929,12
HBCA non-neuronal,roi,Human Ig,human ig,ADORA2B,3617,7.077688692286426,0.08985347300767899,0.6089873996539444,13
HBCA non-neuronal,roi,Human A43,human a43,ADORA2B,3796,7.007376185458377,0.08877766132354736,0.596016973799667,14
HBCA non-neuronal,roi,Human CBV,human cbv,ADORA2B,17133,7.091577657152863,0.08539076894521713,0.5810844253901118,15
HBCA non-neuronal,roi,Human A44-A45,human a44-a45,ADORA2B,2555,6.418786692759296,0.07710371911525726,0.4767598572034152,16
HBCA non-neuronal,roi,Human V2,human v2,ADORA2B,2982,6.371562709590879,0.07645875215530396,0.46943584468067656,17
HBCA non-neuronal,roi,Human V1C,human v1c,ADORA2B,2872,6.197771587743732,0.07590529322624207,0.45344409451329004,18
HBCA non-neuronal,roi,Human A40,human a40,ADORA2B,3050,6.065573770491803,0.07737705111503601,0.45206376053869024,19
HBCA non-neuronal,roi,Human MEC,human mec,ADORA2B,3480,5.948275862068965,0.0752873569726944,0.43177305967975804,20
HBCA non-neuronal,roi,Human A35-A36,human a35-a36,ADORA2B,1948,5.95482546201232,0.07238192856311798,0.41613675552645546,21
HBCA non-neuronal,roi,Human LEC,human lec,ADORA2B,2878,5.837387074357193,0.07123002409934998,0.4016562648943874,22
HBCA non-neuronal,roi,Human A24,human a24,ADORA2B,3653,5.611825896523405,0.07336435467004776,0.3973058945824637,23
HBCA non-neuronal,roi,Human MTG,human mtg,ADORA2B,22134,5.647420258425951,0.06993765383958817,0.3817677517425927,24
HBCA non-neuronal,roi,Human A25,human a25,ADORA2B,2663,5.595193390912505,0.06947052478790283,0.3757938307880463,25
HBCA non-neuronal,roi,Human A5-A7,human a5-a7,ADORA2B,2758,5.293691080493111,0.06780275702476501,0.3472822226615986,26
HBCA non-neuronal,roi,Human FI,human fi,ADORA2B,2338,5.132591958939265,0.06971770524978638,0.345909940783706,27
HBCA non-neuronal,roi,Human CEN,human cen,ADORA2B,12647,4.767929153158852,0.07084684073925018,0.3263636796263019,28
HBCA non-neuronal,roi,Human NAC,human nac,ADORA2B,2720,5.147058823529411,0.06507352739572525,0.32449033537139926,29
HBCA non-neuronal,roi,Human Sub,human sub,ADORA2B,13773,5.125971102882451,0.06338488310575485,0.31502735128533454,30
HBCA non-neuronal,roi,Human A23,human a23,ADORA2B,2409,5.06434205064342,0.06392694264650345,0.31382069437820453,31
HBCA non-neuronal,roi,Human A19,human a19,ADORA2B,2886,4.92030492030492,0.05855855718255043,0.2800053568268441,32
HBCA non-neuronal,roi,Human TF,human tf,ADORA2B,2486,4.827031375703942,0.059131134301424026,0.2773075818707073,33
HBCA non-neuronal,roi,Human Pro,human pro,ADORA2B,2760,4.565217391304348,0.056521739810705185,0.25100539919257364,34
HBCA non-neuronal,roi,Human Pir,human pir,ADORA2B,4755,4.374342797055731,0.05573080852627754,0.23723476796587886,35
HBCA non-neuronal,roi,Human A35r,human a35r,ADORA2B,17491,4.528042993539535,0.05259848013520241,0.2321158608262887,36
HBCA non-neuronal,roi,Human CA1-3,human ca1-3,ADORA2B,814,4.176904176904177,0.052825551480054855,0.21501679911382868,37
HBCA non-neuronal,roi,Human SI,human si,ADORA2B,4835,4.074457083764219,0.054188210517168045,0.21501318304225803,38
HBCA non-neuronal,roi,Human HTHpo,human hthpo,ADORA2B,1722,4.29732868757259,0.051103368401527405,0.21418075040546697,39
HBCA non-neuronal,roi,Human BM,human bm,ADORA2B,4806,4.20307948397836,0.051602162420749664,0.21147739861939,40
HBCA non-neuronal,roi,Human SEP,human sep,ADORA2B,20296,3.9810800157666533,0.0541485995054245,0.20993599012167963,41
HBCA non-neuronal,roi,Human S1C,human s1c,ADORA2B,2726,4.145267791636097,0.049523111432790756,0.20036517239263393,42
HBCA non-neuronal,roi,Human A13,human a13,ADORA2B,2279,4.036858271171567,0.0500219389796257,0.19704332408979047,43
HBCA non-neuronal,roi,Human STG,human stg,ADORA2B,13196,4.099727190057593,0.04910578951239586,0.19653342838550544,44
HBCA non-neuronal,roi,Human CA1U,human ca1u,ADORA2B,24394,4.078871853734524,0.04751168191432953,0.1893311359875403,45
HBCA non-neuronal,roi,Human DGR-CA4Rpy,human dgr-ca4rpy,ADORA2B,14520,3.898071625344353,0.04573002830147743,0.17430318172346565,46
HBCA non-neuronal,roi,Human Pu,human pu,ADORA2B,3675,3.8095238095238098,0.045986395329236984,0.1712775587837905,47
HBCA non-neuronal,roi,Human CA1R-CA2R,human ca1r-ca2r,ADORA2B,1569,3.696622052262587,0.045889101922512054,0.1658575944614185,48
HBCA non-neuronal,roi,Human CaB,human cab,ADORA2B,2787,3.659849300322928,0.04449228569865227,0.15931659373446191,49
HBCA non-neuronal,roi,Human CMN,human cmn,ADORA2B,3966,3.7317196167423092,0.04261220246553421,0.15572203681833044,50
HBCA non-neuronal,roi,Human A1C,human a1c,ADORA2B,2607,3.64403528960491,0.04296125844120979,0.15328281330358073,51
HBCA non-neuronal,roi,Human DGU-CA4Upy,human dgu-ca4upy,ADORA2B,13331,3.4806091065936537,0.04178231209516525,0.1424718002985392,52
HBCA non-neuronal,roi,Human BL,human bl,ADORA2B,4596,3.372497824194952,0.040034811943769455,0.13238465558025997,53
HBCA non-neuronal,roi,Human Cla,human cla,ADORA2B,12236,3.3671134357633212,0.0397188626229763,0.1311502542475063,54
HBCA non-neuronal,roi,Human CA1C-CA3C,human ca1c-ca3c,ADORA2B,4448,2.922661870503597,0.033048562705516815,0.09502801365400589,55
HBCA non-neuronal,roi,Human HTHso-HTHtub,human hthso-hthtub,ADORA2B,1247,2.405773857257418,0.033680833876132965,0.0796938022560585,56
HBCA non-neuronal,roi,Human CA2U-CA3U,human ca2u-ca3u,ADORA2B,1185,2.447257383966245,0.03291139379143715,0.07924564679425826,57
HBCA non-neuronal,roi,Human CA1R-CA2R-CA3R,human ca1r-ca2r-ca3r,ADORA2B,7010,2.596291012838802,0.03038516454398632,0.07771394418056077,58
HBCA non-neuronal,roi,Human CA4C-DGC,human ca4c-dgc,ADORA2B,19743,2.4464367117459354,0.028921643272042274,0.06975110454546825,59
HBCA non-neuronal,roi,Human M1C,human m1c,ADORA2B,6320,2.5158227848101267,0.027848102152347565,0.06910309959708084,60
HBCA non-neuronal,roi,Human CA3R,human ca3r,ADORA2B,3276,2.503052503052503,0.02777777798473835,0.06858107142666306,61
HBCA non-neuronal,roi,Human VA,human va,ADORA2B,4310,1.6937354988399074,0.021577727049589157,0.036158243931506295,62
HBCA non-neuronal,roi,Human MD,human md,ADORA2B,3396,1.8551236749116609,0.019434629008173943,0.03570776988349484,63
HBCA non-neuronal,roi,Human La,human la,ADORA2B,4420,1.6742081447963801,0.0194570142775774,0.03226223640579374,64
HBCA non-neuronal,roi,Human MD-Re,human md-re,ADORA2B,4439,1.5994593376886685,0.019373733550310135,0.030691148749207534,65
HBCA non-neuronal,roi,Human A29-A30,human a29-a30,ADORA2B,2427,1.6069221260815822,0.01771734654903412,0.028221126209223155,66
HBCA non-neuronal,roi,Human SC,human sc,ADORA2B,2741,1.6052535570959505,0.01751185767352581,0.027867670485069756,67
HBCA non-neuronal,roi,Human CA1U-CA2U-CA3U,human ca1u-ca2u-ca3u,ADORA2B,5917,1.5717424370458002,0.01740746945142746,0.02712465173120182,68
HBCA non-neuronal,roi,Human BNST,human bnst,ADORA2B,3656,1.449671772428884,0.015864333137869835,0.022817558063533368,69
HBCA non-neuronal,roi,Human PTR,human ptr,ADORA2B,2285,1.400437636761488,0.016192561015486717,0.02249503335712469,70
HBCA non-neuronal,roi,Human Pul,human pul,ADORA2B,15945,1.317027281279398,0.014675446785986423,0.01918751298150445,71
HBCA non-neuronal,roi,Human CM-Pf,human cm-pf,ADORA2B,8333,1.1640465618624745,0.013440537266433239,0.015541202536962891,72
HBCA non-neuronal,roi,Human MN,human mn,ADORA2B,10739,1.0429276468944968,0.013036595657467842,0.013508364567672662,73
HBCA non-neuronal,roi,Human CbDN,human cbdn,ADORA2B,28652,1.0924193773558566,0.012110847048461437,0.013150651001272348,74
HBCA non-neuronal,roi,Human PAG-DR,human pag-dr,ADORA2B,3406,1.0569583088667058,0.012331180274486542,0.012953838530528044,75
HBCA non-neuronal,roi,Human MoRF-MoEN,human morf-moen,ADORA2B,9086,1.0565705480959717,0.011886418797075748,0.012484786450837216,76
HBCA non-neuronal,roi,Human Gpe,human gpe,ADORA2B,2478,1.0088781275221952,0.010895883664488792,0.010933163053210026,77
HBCA non-neuronal,roi,Human IC,human ic,ADORA2B,4290,0.9557109557109558,0.010722611099481583,0.010193165370209305,78
HBCA non-neuronal,roi,Human MoAN,human moan,ADORA2B,11580,0.932642487046632,0.010103627108037472,0.009375786547556574,79
HBCA non-neuronal,roi,Human LG,human lg,ADORA2B,8595,0.9307737056428156,0.009889470413327217,0.009159641308078123,80
HBCA non-neuronal,roi,Human PB,human pb,ADORA2B,8575,0.9212827988338192,0.009912536479532719,0.009087284374472303,81
HBCA non-neuronal,roi,Human PnAN,human pnan,ADORA2B,9651,0.8703761268262356,0.010154387913644314,0.008793565364337898,82
HBCA non-neuronal,roi,Human ANC,human anc,ADORA2B,6272,0.8450255102040817,0.010044642724096775,0.00844563331383055,83
HBCA non-neuronal,roi,Human LP,human lp,ADORA2B,13608,0.8450911228689008,0.009406231343746185,0.007911969762267088,84
HBCA non-neuronal,roi,Human GPi,human gpi,ADORA2B,32242,0.8188077662676013,0.009118541143834591,0.0074324968078190445,85
HBCA non-neuronal,roi,Human HTHma-HTHtub,human hthma-hthtub,ADORA2B,2211,0.8141112618724559,0.008593396283686161,0.006966092182187478,86
HBCA non-neuronal,roi,Human SN,human sn,ADORA2B,50837,0.7651907075555205,0.008419064804911613,0.00641522280104143,87
HBCA non-neuronal,roi,Human VLN,human vln,ADORA2B,12582,0.7470990303608329,0.008504211902618408,0.006326624954858983,88
HBCA non-neuronal,roi,Human PAG,human pag,ADORA2B,17187,0.7098388316751033,0.007912957109510899,0.005594817532439199,89
HBCA non-neuronal,roi,Human HTHtub,human hthtub,ADORA2B,2166,0.6925207756232686,0.007848569191992283,0.0054140785231826935,90
HBCA non-neuronal,roi,Human SN-RN,human sn-rn,ADORA2B,37737,0.7075284203831783,0.007631767075508833,0.005379191744040428,91
HBCA non-neuronal,roi,Human ETH,human eth,ADORA2B,2048,0.68359375,0.00732421875,0.004988543787399799,92
HBCA non-neuronal,roi,Human CM,human cm,ADORA2B,6909,0.636850484874801,0.007671153638511896,0.004866734953265693,93
HBCA non-neuronal,roi,Human HTHpo-HTHso,human hthpo-hthso,ADORA2B,2019,0.6438831104507181,0.007429420482367277,0.004765995916247491,94
HBCA non-neuronal,roi,Human LP-VPL,human lp-vpl,ADORA2B,16179,0.6180851721367204,0.0074788304045796394,0.004605354232378829,95
HBCA non-neuronal,roi,Human GPe,human gpe,ADORA2B,33090,0.6074342701722575,0.006860078778117895,0.004152818844284763,96
HBCA non-neuronal,roi,Human VPL,human vpl,ADORA2B,4553,0.5710520535910389,0.006589062046259642,0.0037503552751405006,97
HBCA non-neuronal,roi,Human PnRF,human pnrf,ADORA2B,33322,0.5942020286897545,0.006272132508456707,0.003715274655018747,98
HBCA non-neuronal,roi,Human SpC,human spc,ADORA2B,18152,0.5178492728074042,0.005619215313345194,0.002901761366833537,99
HBCA non-neuronal,roi,Human PN,human pn,ADORA2B,15355,0.5144903940084663,0.00560078164562583,0.0028735088982376764,100
HBCA non-neuronal,roi,Human IO,human io,ADORA2B,11015,0.5174761688606446,0.005537902936339378,0.002857826894631098,101
HBCA non-neuronal,roi,Human HTHma,human hthma,ADORA2B,1074,0.4655493482309125,0.005586592014878988,0.0025935963158630958,102
HBCA non-neuronal,roi,Human RN,human rn,ADORA2B,2973,0.4709048099562731,0.005045408848673105,0.0023699336676938467,103
HBCA non-neuronal,roi,Human DTg,human dtg,ADORA2B,8080,0.47029702970297027,0.004950494971126318,0.0023224591507230393,104
HBCA non-neuronal,roi,Human PnEN,human pnen,ADORA2B,22144,0.41094653179190754,0.004290101118385792,0.001759231228151544,105
HBCA non-neuronal,roi,Human STH,human sth,ADORA2B,19559,0.4039061301702541,0.0042435708455741405,0.001710377784947979,106
HBCA non-neuronal,roi,Human MoSR,human mosr,ADORA2B,6454,0.4028509451502944,0.004183452110737562,0.0016817922358370744,107
HBCA non-neuronal,roi,Human MG,human mg,ADORA2B,3691,0.3793010024383636,0.0037930100224912167,0.001435970896132428,108
HBCA non-neuronal,roi,Human CA1R-CA2R,human ca1r-ca2r,ADORA3,1569,0.12746972594008923,0.0012746972497552633,0.0001623818372154513,1
HBCA non-neuronal,roi,Human CA2U-CA3U,human ca2u-ca3u,ADORA3,1185,0.08438818565400844,0.0008438818622380495,7.118362819682385e-05,2
HBCA non-neuronal,roi,Human HTHso-HTHtub,human hthso-hthtub,ADORA3,1247,0.08019246190858059,0.0008019246160984039,6.428253779883845e-05,3
HBCA non-neuronal,roi,Human GPi,human gpi,ADORA3,32242,0.04342162396873643,0.0004652316856663674,2.0196417670819904e-05,4
